#blueprint activity materialType materialQuantity productType productQuantity
995 invention 20411 32 28662 1
995 invention 20410 32 28662 1
995 manufacturing 34 10321889 641 1
995 manufacturing 35 2637000 641 1
995 manufacturing 36 646889 641 1
995 manufacturing 37 161433 641 1
995 manufacturing 38 40300 641 1
995 manufacturing 39 19112 641 1
995 manufacturing 40 5866 641 1
996 invention 20411 32 28660 1
996 invention 20421 32 28660 1
996 manufacturing 34 10608667 642 1
996 manufacturing 35 2652667 642 1
996 manufacturing 36 664444 642 1
996 manufacturing 37 165922 642 1
996 manufacturing 38 41467 642 1
996 manufacturing 39 20044 642 1
996 manufacturing 40 6400 642 1
997 invention 20424 32 22429 1
997 invention 20421 32 22429 1
997 manufacturing 34 12090111 643 1
997 manufacturing 35 3024444 643 1
997 manufacturing 36 762222 643 1
997 manufacturing 37 189478 643 1
997 manufacturing 38 47256 643 1
997 manufacturing 39 22178 643 1
997 manufacturing 40 10312 643 1
998 invention 20411 32 22441 1
998 invention 20172 32 22441 1
998 manufacturing 34 10279111 644 1
998 manufacturing 35 2792889 644 1
998 manufacturing 36 624889 644 1
998 manufacturing 37 164589 644 1
998 manufacturing 38 34656 644 1
998 manufacturing 39 18244 644 1
998 manufacturing 40 4800 644 1
999 invention 20424 32 22431 1
999 invention 20410 32 22431 1
999 manufacturing 34 11564444 645 1
999 manufacturing 35 2892889 645 1
999 manufacturing 36 728333 645 1
999 manufacturing 37 181211 645 1
999 manufacturing 38 45133 645 1
999 manufacturing 39 20644 645 1
999 manufacturing 40 7556 645 1
1002 manufacturing 21021 222 671 1
1002 manufacturing 21023 333 671 1
1002 manufacturing 21009 444 671 1
1002 manufacturing 21011 444 671 1
1002 manufacturing 21013 444 671 1
1002 manufacturing 21017 444 671 1
1002 manufacturing 21035 444 671 1
1002 manufacturing 21019 556 671 1
1002 manufacturing 21025 556 671 1
1002 manufacturing 21037 556 671 1
1002 manufacturing 24545 556 671 1
1002 manufacturing 24547 556 671 1
1002 manufacturing 24556 556 671 1
1002 manufacturing 24558 556 671 1
1002 manufacturing 24560 556 671 1
1010 invention 20171 1 1013 10
1010 invention 20414 1 1013 10
1010 manufacturing 34 916 377 1
1010 manufacturing 35 64 377 1
1010 manufacturing 36 29 377 1
1010 manufacturing 38 4 377 1
1013 manufacturing 3685 3 380 1
1013 manufacturing 11399 1 380 1
1013 manufacturing 377 1 380 1
1013 manufacturing 11558 3 380 1
1013 manufacturing 11484 1 380 1
1026 invention 20171 2 1027 10
1026 invention 20414 2 1027 10
1026 manufacturing 34 458 393 1
1026 manufacturing 35 610 393 1
1026 manufacturing 36 51 393 1
1026 manufacturing 37 4 393 1
1026 manufacturing 38 3 393 1
1027 manufacturing 11399 1 394 1
1027 manufacturing 393 1 394 1
1027 manufacturing 9838 3 394 1
1027 manufacturing 11484 1 394 1
1027 manufacturing 3685 1 394 1
1032 invention 20171 1 1033 10
1032 invention 20414 1 1033 10
1032 manufacturing 34 1327 399 1
1032 manufacturing 35 481 399 1
1032 manufacturing 36 113 399 1
1033 manufacturing 11399 1 400 1
1033 manufacturing 9838 1 400 1
1033 manufacturing 399 1 400 1
1033 manufacturing 11556 3 400 1
1033 manufacturing 11484 1 400 1
1067 invention 20420 1 1073 10
1067 invention 20415 1 1073 10
1067 manufacturing 34 3967 434 1
1067 manufacturing 35 2131 434 1
1067 manufacturing 36 228 434 1
1067 manufacturing 37 13 434 1
1067 manufacturing 38 2 434 1
1071 manufacturing 11399 1 438 1
1071 manufacturing 11530 3 438 1
1071 manufacturing 11531 15 438 1
1071 manufacturing 11475 1 438 1
1071 manufacturing 439 1 438 1
1071 manufacturing 11549 8 438 1
1072 invention 20420 1 1071 10
1072 invention 20415 1 1071 10
1072 manufacturing 34 708 439 1
1072 manufacturing 35 643 439 1
1072 manufacturing 36 1 439 1
1072 manufacturing 38 1 439 1
1073 manufacturing 11399 17 440 1
1073 manufacturing 11530 24 440 1
1073 manufacturing 11531 15 440 1
1073 manufacturing 434 1 440 1
1073 manufacturing 11475 1 440 1
1073 manufacturing 11549 8 440 1
1074 invention 20417 1 2039 10
1074 invention 20418 1 2039 10
1074 manufacturing 34 589 442 1
1074 manufacturing 35 3 442 1
1074 manufacturing 36 14 442 1
1075 invention 20417 2 1856 10
1075 invention 20418 2 1856 10
1075 manufacturing 34 551 443 1
1075 manufacturing 36 34 443 1
1076 invention 20417 2 2334 10
1076 invention 20418 2 2334 10
1076 manufacturing 34 1111 444 1
1079 invention 20417 2 1080 10
1079 invention 20419 2 1080 10
1079 manufacturing 34 502 447 1
1079 manufacturing 35 297 447 1
1079 manufacturing 36 334 447 1
1079 manufacturing 37 197 447 1
1079 manufacturing 39 4 447 1
1080 manufacturing 11399 8 448 1
1080 manufacturing 11534 3 448 1
1080 manufacturing 9840 8 448 1
1080 manufacturing 9842 15 448 1
1080 manufacturing 11540 9 448 1
1080 manufacturing 11483 1 448 1
1080 manufacturing 447 1 448 1
1095 manufacturing 520 1 519 1
1095 manufacturing 3689 8 519 1
1095 manufacturing 11399 8 519 1
1095 manufacturing 11538 8 519 1
1095 manufacturing 9842 3 519 1
1095 manufacturing 11483 1 519 1
1096 invention 20424 2 1095 10
1096 invention 20418 2 1095 10
1096 manufacturing 34 773 520 1
1096 manufacturing 35 491 520 1
1096 manufacturing 36 518 520 1
1096 manufacturing 37 3 520 1
1096 manufacturing 39 4 520 1
1099 invention 20416 1 1184 10
1099 invention 20171 1 1184 10
1099 manufacturing 40 4 523 1
1099 manufacturing 34 858 523 1
1099 manufacturing 35 288 523 1
1100 invention 20416 1 2356 10
1100 invention 20415 1 2356 10
1100 manufacturing 34 470 524 1
1100 manufacturing 35 6827 524 1
1102 invention 20417 2 1103 10
1102 invention 20419 2 1103 10
1102 manufacturing 34 862 526 1
1102 manufacturing 35 792 526 1
1102 manufacturing 36 529 526 1
1103 manufacturing 11399 8 527 1
1103 manufacturing 11538 3 527 1
1103 manufacturing 526 1 527 1
1103 manufacturing 9840 12 527 1
1103 manufacturing 9842 8 527 1
1103 manufacturing 11483 1 527 1
1105 invention 20411 1 1191 10
1105 invention 20414 1 1191 10
1105 manufacturing 40 2 529 1
1105 manufacturing 34 7396 529 1
1105 manufacturing 35 967 529 1
1105 manufacturing 38 3 529 1
1106 invention 20411 1 13002 10
1106 invention 20414 1 13002 10
1106 manufacturing 40 2 530 1
1106 manufacturing 34 2093 530 1
1106 manufacturing 35 1532 530 1
1106 manufacturing 36 22 530 1
1106 manufacturing 37 138 530 1
1109 invention 20411 1 13004 10
1109 invention 20414 1 13004 10
1109 manufacturing 34 520 533 1
1109 manufacturing 35 39 533 1
1109 manufacturing 36 198 533 1
1109 manufacturing 37 96 533 1
1109 manufacturing 39 2 533 1
1109 manufacturing 40 2 533 1
1112 invention 20414 1 3099 10
1112 invention 20412 1 3099 10
1112 manufacturing 34 231 561 1
1112 manufacturing 35 220 561 1
1113 invention 20414 1 3163 10
1113 invention 20412 1 3163 10
1113 manufacturing 34 996 562 1
1113 manufacturing 35 300 562 1
1113 manufacturing 39 2 562 1
1114 invention 20414 1 3171 10
1114 invention 20412 1 3171 10
1114 manufacturing 34 1667 563 1
1114 manufacturing 35 144 563 1
1114 manufacturing 36 83 563 1
1114 manufacturing 37 22 563 1
1115 invention 20414 1 3179 10
1115 invention 20412 1 3179 10
1115 manufacturing 34 1596 564 1
1115 manufacturing 35 690 564 1
1115 manufacturing 36 144 564 1
1116 invention 20412 1 3075 10
1116 invention 20414 1 3075 10
1116 manufacturing 34 2729 565 1
1116 manufacturing 35 148 565 1
1116 manufacturing 36 171 565 1
1116 manufacturing 39 4 565 1
1117 invention 20414 2 3131 10
1117 invention 20412 2 3131 10
1117 manufacturing 40 2 566 1
1117 manufacturing 34 4453 566 1
1117 manufacturing 35 1287 566 1
1117 manufacturing 36 1199 566 1
1118 invention 20412 2 3107 10
1118 invention 20414 2 3107 10
1118 manufacturing 34 827 567 1
1118 manufacturing 35 598 567 1
1118 manufacturing 36 493 567 1
1119 invention 20414 2 3147 10
1119 invention 20412 2 3147 10
1119 manufacturing 34 9089 568 1
1119 manufacturing 35 2786 568 1
1119 manufacturing 36 2827 568 1
1119 manufacturing 37 14 568 1
1119 manufacturing 38 1 568 1
1120 invention 20414 2 3139 10
1120 invention 20412 2 3139 10
1120 manufacturing 34 4529 569 1
1120 manufacturing 35 1643 569 1
1120 manufacturing 36 2413 569 1
1120 manufacturing 38 1 569 1
1121 invention 20412 2 3083 10
1121 invention 20414 2 3083 10
1121 manufacturing 34 9133 570 1
1121 manufacturing 35 2981 570 1
1121 manufacturing 36 3599 570 1
1121 manufacturing 37 2 570 1
1121 manufacturing 38 18 570 1
1122 invention 20414 3 3123 10
1122 invention 20412 3 3123 10
1122 manufacturing 34 45551 571 1
1122 manufacturing 35 12150 571 1
1122 manufacturing 36 6060 571 1
1122 manufacturing 37 1596 571 1
1122 manufacturing 38 126 571 1
1122 manufacturing 39 16 571 1
1123 invention 20412 3 3115 10
1123 invention 20414 3 3115 10
1123 manufacturing 40 8 572 1
1123 manufacturing 34 13683 572 1
1123 manufacturing 35 4117 572 1
1123 manufacturing 36 3851 572 1
1123 manufacturing 39 2 572 1
1124 invention 20414 3 3187 10
1124 invention 20412 3 3187 10
1124 manufacturing 34 91067 573 1
1124 manufacturing 35 23527 573 1
1124 manufacturing 36 8613 573 1
1124 manufacturing 37 2294 573 1
1124 manufacturing 38 324 573 1
1124 manufacturing 39 18 573 1
1124 manufacturing 40 52 573 1
1125 invention 20412 3 3091 10
1125 invention 20414 3 3091 10
1125 manufacturing 34 113880 574 1
1125 manufacturing 35 29214 574 1
1125 manufacturing 36 9747 574 1
1125 manufacturing 37 2650 574 1
1125 manufacturing 38 411 574 1
1125 manufacturing 39 42 574 1
1125 manufacturing 40 74 574 1
1126 invention 20414 3 3155 10
1126 invention 20412 3 3155 10
1126 manufacturing 34 68307 575 1
1126 manufacturing 35 17839 575 1
1126 manufacturing 36 7197 575 1
1126 manufacturing 37 1951 575 1
1126 manufacturing 38 234 575 1
1126 manufacturing 39 12 575 1
1126 manufacturing 40 26 575 1
1128 invention 20411 2 2025 10
1128 invention 20414 2 2025 10
1128 manufacturing 40 2 577 1
1128 manufacturing 34 242 577 1
1128 manufacturing 35 148 577 1
1128 manufacturing 36 569 577 1
1128 manufacturing 39 2 577 1
1129 invention 20171 2 2282 10
1129 invention 20414 2 2282 10
1129 manufacturing 34 8071 578 1
1129 manufacturing 35 7488 578 1
1129 manufacturing 36 219 578 1
1129 manufacturing 37 2 578 1
1130 manufacturing 34 27 215 100
1130 manufacturing 35 21 215 100
1131 manufacturing 34 38 216 100
1131 manufacturing 35 32 216 100
1132 invention 20412 1 12621 10
1132 invention 20414 1 12621 10
1132 manufacturing 34 58 217 100
1132 manufacturing 35 23 217 100
1132 manufacturing 37 1 217 100
1133 manufacturing 34 118 218 100
1133 manufacturing 36 1 218 100
1133 manufacturing 37 2 218 100
1134 invention 20412 1 12615 10
1134 invention 20414 1 12615 10
1134 manufacturing 34 58 219 100
1134 manufacturing 35 64 219 100
1134 manufacturing 36 1 219 100
1135 manufacturing 34 69 220 100
1135 manufacturing 35 76 220 100
1135 manufacturing 36 1 220 100
1136 invention 20412 1 12619 10
1136 invention 20414 1 12619 10
1136 manufacturing 34 164 221 100
1136 manufacturing 35 17 221 100
1136 manufacturing 37 3 221 100
1137 invention 20414 1 12613 10
1137 invention 20412 1 12613 10
1137 manufacturing 34 204 222 100
1137 manufacturing 35 17 222 100
1137 manufacturing 38 1 222 100
1138 manufacturing 34 164 223 100
1138 manufacturing 35 17 223 100
1138 manufacturing 37 3 223 100
1139 manufacturing 34 224 224 100
1139 manufacturing 35 3 224 100
1139 manufacturing 36 23 224 100
1140 invention 20412 1 12802 10
1140 invention 20414 1 12802 10
1140 manufacturing 34 136 225 100
1140 manufacturing 35 166 225 100
1140 manufacturing 36 2 225 100
1141 manufacturing 34 412 226 100
1141 manufacturing 35 2 226 100
1141 manufacturing 36 3 226 100
1141 manufacturing 37 3 226 100
1141 manufacturing 38 1 226 100
1142 invention 20412 1 12786 10
1142 invention 20414 1 12786 10
1142 manufacturing 34 450 227 100
1142 manufacturing 36 32 227 100
1142 manufacturing 38 1 227 100
1143 manufacturing 34 257 228 100
1143 manufacturing 35 300 228 100
1143 manufacturing 36 4 228 100
1144 invention 20412 1 12806 10
1144 invention 20414 1 12806 10
1144 manufacturing 34 526 229 100
1144 manufacturing 35 133 229 100
1144 manufacturing 36 2 229 100
1144 manufacturing 37 11 229 100
1145 invention 20414 1 12790 10
1145 invention 20412 1 12790 10
1145 manufacturing 34 449 230 100
1145 manufacturing 35 417 230 100
1145 manufacturing 36 7 230 100
1146 manufacturing 34 249 231 100
1146 manufacturing 35 198 231 100
1146 manufacturing 37 1 231 100
1147 manufacturing 34 520 232 100
1147 manufacturing 35 100 232 100
1147 manufacturing 36 2 232 100
1147 manufacturing 37 2 232 100
1147 manufacturing 38 2 232 100
1148 invention 20412 1 12804 10
1148 invention 20414 1 12804 10
1148 manufacturing 34 511 233 100
1148 manufacturing 35 428 233 100
1149 manufacturing 34 458 234 100
1149 manufacturing 35 580 234 100
1150 invention 20412 1 12788 10
1150 invention 20414 1 12788 10
1150 manufacturing 34 1040 235 100
1150 manufacturing 35 156 235 100
1150 manufacturing 36 104 235 100
1151 manufacturing 34 1236 236 100
1151 manufacturing 35 223 236 100
1151 manufacturing 36 110 236 100
1152 invention 20412 1 12808 10
1152 invention 20414 1 12808 10
1152 manufacturing 34 1529 237 100
1152 manufacturing 36 89 237 100
1152 manufacturing 37 23 237 100
1153 invention 20414 1 12792 10
1153 invention 20412 1 12792 10
1153 manufacturing 34 1778 238 100
1153 manufacturing 35 127 238 100
1153 manufacturing 36 89 238 100
1153 manufacturing 37 29 238 100
1154 invention 20411 1 12560 10
1154 invention 20413 1 12560 10
1154 manufacturing 35 8 239 1
1154 manufacturing 37 3 239 1
1154 manufacturing 38 1 239 1
1154 manufacturing 39 1 239 1
1155 manufacturing 34 4 240 1
1155 manufacturing 35 1 240 1
1155 manufacturing 36 2 240 1
1155 manufacturing 37 3 240 1
1155 manufacturing 38 3 240 1
1156 manufacturing 34 4 241 1
1156 manufacturing 36 3 241 1
1156 manufacturing 37 8 241 1
1157 manufacturing 34 3 242 1
1157 manufacturing 35 1 242 1
1157 manufacturing 36 2 242 1
1157 manufacturing 37 10 242 1
1158 invention 20411 1 12564 10
1158 invention 20413 1 12564 10
1158 manufacturing 34 2 243 1
1158 manufacturing 35 3 243 1
1158 manufacturing 36 2 243 1
1158 manufacturing 37 12 243 1
1159 invention 20411 1 12566 10
1159 invention 20413 1 12566 10
1159 manufacturing 34 2 244 1
1159 manufacturing 36 11 244 1
1159 manufacturing 37 1 244 1
1159 manufacturing 39 1 244 1
1160 manufacturing 34 2 245 1
1160 manufacturing 35 6 245 1
1160 manufacturing 36 4 245 1
1160 manufacturing 37 2 245 1
1160 manufacturing 38 2 245 1
1160 manufacturing 39 1 245 1
1161 invention 20411 1 12558 10
1161 invention 20413 1 12558 10
1161 manufacturing 35 4 246 1
1161 manufacturing 37 3 246 1
1161 manufacturing 38 3 246 1
1161 manufacturing 39 1 246 1
1162 invention 20411 1 12823 10
1162 invention 20413 1 12823 10
1162 manufacturing 34 27 247 1
1162 manufacturing 36 13 247 1
1162 manufacturing 37 3 247 1
1162 manufacturing 38 19 247 1
1162 manufacturing 39 2 247 1
1162 manufacturing 40 2 247 1
1163 manufacturing 40 2 248 1
1163 manufacturing 36 59 248 1
1163 manufacturing 37 3 248 1
1163 manufacturing 38 3 248 1
1164 manufacturing 40 1 249 1
1164 manufacturing 35 2 249 1
1164 manufacturing 36 62 249 1
1165 manufacturing 40 1 250 1
1165 manufacturing 35 4 250 1
1165 manufacturing 36 33 250 1
1165 manufacturing 37 27 250 1
1166 invention 20411 1 12819 10
1166 invention 20413 1 12819 10
1166 manufacturing 40 1 251 1
1166 manufacturing 35 8 251 1
1166 manufacturing 36 3 251 1
1166 manufacturing 37 53 251 1
1166 manufacturing 38 1 251 1
1167 invention 20411 1 12815 10
1167 invention 20413 1 12815 10
1167 manufacturing 40 2 252 1
1167 manufacturing 34 40 252 1
1167 manufacturing 36 12 252 1
1167 manufacturing 38 18 252 1
1168 manufacturing 35 3 253 1
1168 manufacturing 36 46 253 1
1168 manufacturing 37 3 253 1
1168 manufacturing 38 1 253 1
1168 manufacturing 39 4 253 1
1168 manufacturing 40 3 253 1
1169 invention 20411 1 12827 10
1169 invention 20413 1 12827 10
1169 manufacturing 40 4 254 1
1169 manufacturing 34 36 254 1
1169 manufacturing 36 18 254 1
1169 manufacturing 38 1 254 1
1169 manufacturing 39 3 254 1
1170 invention 20411 1 12825 10
1170 invention 20413 1 12825 10
1170 manufacturing 34 13 255 1
1170 manufacturing 35 6 255 1
1170 manufacturing 36 6 255 1
1170 manufacturing 37 47 255 1
1170 manufacturing 38 17 255 1
1170 manufacturing 39 9 255 1
1170 manufacturing 40 37 255 1
1171 manufacturing 40 24 256 1
1171 manufacturing 36 87 256 1
1171 manufacturing 37 3 256 1
1171 manufacturing 38 1 256 1
1171 manufacturing 39 9 256 1
1172 manufacturing 35 9 257 1
1172 manufacturing 36 110 257 1
1172 manufacturing 37 4 257 1
1172 manufacturing 38 4 257 1
1172 manufacturing 39 2 257 1
1172 manufacturing 40 12 257 1
1173 manufacturing 35 57 258 1
1173 manufacturing 36 54 258 1
1173 manufacturing 37 3 258 1
1173 manufacturing 38 3 258 1
1173 manufacturing 39 3 258 1
1173 manufacturing 40 16 258 1
1174 invention 20411 1 12821 10
1174 invention 20413 1 12821 10
1174 manufacturing 40 19 259 1
1174 manufacturing 35 104 259 1
1174 manufacturing 37 2 259 1
1174 manufacturing 38 3 259 1
1174 manufacturing 39 4 259 1
1175 invention 20411 1 12817 10
1175 invention 20413 1 12817 10
1175 manufacturing 35 2 260 1
1175 manufacturing 36 67 260 1
1175 manufacturing 37 20 260 1
1175 manufacturing 38 4 260 1
1175 manufacturing 39 17 260 1
1175 manufacturing 40 29 260 1
1176 manufacturing 35 51 261 1
1176 manufacturing 36 2 261 1
1176 manufacturing 37 3 261 1
1176 manufacturing 38 20 261 1
1176 manufacturing 39 7 261 1
1176 manufacturing 40 44 261 1
1177 invention 20411 1 12829 10
1177 invention 20413 1 12829 10
1177 manufacturing 35 36 262 1
1177 manufacturing 36 4 262 1
1177 manufacturing 37 24 262 1
1177 manufacturing 38 3 262 1
1177 manufacturing 39 14 262 1
1177 manufacturing 40 50 262 1
1178 manufacturing 34 173 263 10
1178 manufacturing 35 42 263 10
1178 manufacturing 36 13 263 10
1179 manufacturing 34 500 264 10
1179 manufacturing 35 40 264 10
1179 manufacturing 36 19 264 10
1179 manufacturing 37 7 264 10
1184 manufacturing 11399 1 1183 1
1184 manufacturing 523 1 1183 1
